user_id,activity_id,task_id,screen_id,screen_timestamp,gaze_timestamp,gaze_x,gaze_y,scroll_x,scroll_y,screen_width,screen_height,image_file
69142eb4410888a7b66fa988,68e48f1a803e577b1177152e,6912a59f410888a7b66ed6cf,screenshot-71437d02-b2ae-4afe-98a9-427853ba51c5,,2025-11-12T07:09:30.679Z,551.3197992635363,156.3388581545885,0,0,,,screenshots/screen_000001.png
69142eb4410888a7b66fa988,68e48f1a803e577b1177152e,6912a59f410888a7b66ed6cf,screenshot-71437d02-b2ae-4afe-98a9-427853ba51c5,,2025-11-12T07:09:30.797Z,526.4484521032061,144.81248108530815,0,0,,,screenshots/screen_000001.png
69142eb4410888a7b66fa988,68e48f1a803e577b1177152e,6912a59f410888a7b66ed6cf,screenshot-71437d02-b2ae-4afe-98a9-427853ba51c5,,2025-11-12T07:09:30.894Z,493.1765445867849,161.08681990921662,0,0,,,screenshots/screen_000001.png
69142eb4410888a7b66fa988,68e48f1a803e577b1177152e,6912a59f410888a7b66ed6cf,screenshot-71437d02-b2ae-4afe-98a9-427853ba51c5,,2025-11-12T07:09:30.997Z,474.5962790004913,154.86272330904703,0,0,,,screenshots/screen_000001.png
69142eb4410888a7b66fa988,68e48f1a803e577b1177152e,6912a59f410888a7b66ed6cf,screenshot-71437d02-b2ae-4afe-98a9-427853ba51c5,,2025-11-12T07:09:31.092Z,475.2038989599516,144.1658825827374,0,0,,,screenshots/screen_000001.png
69142eb4410888a7b66fa988,68e48f1a803e577b1177152e,6912a59f410888a7b66ed6cf,screenshot-71437d02-b2ae-4afe-98a9-427853ba51c5,,2025-11-12T07:09:31.196Z,479.1021910092699,140.33083711184682,0,0,,,screenshots/screen_000001.png
69142eb4410888a7b66fa988,68e48f1a803e577b1177152e,6912a59f410888a7b66ed6cf,screenshot-71437d02-b2ae-4afe-98a9-427853ba51c5,,2025-11-12T07:09:31.304Z,464.5511533999164,159.62174696104265,0,0,,,screenshots/screen_000001.png
69142eb4410888a7b66fa988,68e48f1a803e577b1177152e,6912a59f410888a7b66ed6cf,screenshot-71437d02-b2ae-4afe-98a9-427853ba51c5,,2025-11-12T07:09:31.409Z,510.12214619554993,143.77047400023423,0,0,,,screenshots/screen_000001.png
69142eb4410888a7b66fa988,68e48f1a803e577b1177152e,6912a59f410888a7b66ed6cf,screenshot-71437d02-b2ae-4afe-98a9-427853ba51c5,,2025-11-12T07:09:31.535Z,561.4920626483425,125.05074926156819,0,0,,,screenshots/screen_000001.png
69142eb4410888a7b66fa988,68e48f1a803e577b1177152e,6912a59f410888a7b66ed6cf,screenshot-71437d02-b2ae-4afe-98a9-427853ba51c5,,2025-11-12T07:09:31.647Z,633.7204701385788,120.83380759728327,0,0,,,screenshots/screen_000001.png
69142eb4410888a7b66fa988,68e48f1a803e577b1177152e,6912a59f410888a7b66ed6cf,screenshot-71437d02-b2ae-4afe-98a9-427853ba51c5,,2025-11-12T07:09:31.776Z,787.7929549343551,91.46700525218267,0,0,,,screenshots/screen_000001.png
69142eb4410888a7b66fa988,68e48f1a803e577b1177152e,6912a59f410888a7b66ed6cf,screenshot-71437d02-b2ae-4afe-98a9-427853ba51c5,,2025-11-12T07:09:31.907Z,840.5502316916204,92.99932716922693,0,0,,,screenshots/screen_000001.png
69142eb4410888a7b66fa988,68e48f1a803e577b1177152e,6912a59f410888a7b66ed6cf,screenshot-71437d02-b2ae-4afe-98a9-427853ba51c5,,2025-11-12T07:09:32.047Z,945.7334174055462,86.88081742531723,0,0,,,screenshots/screen_000001.png
